S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
除了这些国家以及其他国家所作的选择外，美国自身的选择对于决定美国面对何种未来也非常重要。,美国自身的选择,"In addition to the choices made by these countries and others, the choices made by the United States itself are also very important in determining the future that the United States faces.",America's own choice,0,,
鉴于塞尔维亚政治不稳定，他们质疑短期推迟所带来的损害，尽管大多数是自我造成的。,短期推迟所带来的损害,"Given Serbia's political instability, they questioned the damage of short-term delays, although most were self-inflicted.",Damage from short-term delays,0,,
通过对这些数据进行适当的调整和处理，我们可以对以上城市的失业状况做出测算并由此推算全国的真实失业率。,全国的真实失业率,"By properly adjusting and processing these data, we can measure the unemployment status of the above cities and then calculate the real unemployment rate of the whole country.",National real unemployment rate,0,,
这样，植根于一个可展示效果的局部行为，将产生一套碳定价的方式，建立一种自下而上的国际合作关系。,国际合作关系,"In this way, rooted in a local behavior that can demonstrate results, it will generate a set of carbon pricing methods and establish a bottom-up international cooperation relationship.",International cooperation,1,,relationship
这些国家在经济社会，科技上获得了巨大成功，正在成为21世纪的本地区，甚至可以说是全球性的领导力量。,全球性的领导力量,"These countries have achieved great success in economy, society and science and technology, and are becoming local, or even global leading forces in the 21st century.",global leadership,1,leading forces,leadership
他在意识形态方面的同路人,意识形态方面,his ideological fellow traveler,ideological aspect,1,,aspect
这一趋势反映出对当前外交僵局的失望，公平地说，受到指责的应该是以色列而不是巴勒斯坦。,对当前外交僵局的失望,"The trend reflects frustration with the current diplomatic impasse, and it is fair to say that Israel, not Palestine, is to blame.",Disappointment at the current diplomatic impasse,0,,
这一规划貌不惊人，因为它基本上只是让各国承诺进行更多的会谈而非确实的行动。,非确实的行动,"The plan is unremarkable, since it basically promises more talks rather than concrete action.",non-definite action,0,,
中东丰富的石油和天然气储备,丰富的石油和天然气储备,Rich oil and gas reserves in the Middle East,Abundant oil and natural gas reserves,0,,
近年来虽然一直谣传穆巴拉克的身体状况十分糟糕，但直到2003年11月再也无法隐瞒的时候官方才予以证实。,穆巴拉克的身体状况,"Although there have been rumors in recent years that Mubarak's physical condition is very bad, it was not officially confirmed until November 2003 when it could no longer be concealed.",Mubarak's health,0,,
希腊有效吸收的欧盟现代化资金,欧盟现代化资金,EU modernization funds effectively absorbed by Greece,EU Modernization Fund,0,,
过去两个世纪以来，民族国家一直是人们愿意为之牺牲的想象共同体，而多数领导人也认为他们主要的义务应当面对国民。,人们愿意为之牺牲的想象共同体,"For the past two centuries, nation-states have been imaginary communities for which people are willing to die, and most leaders feel that their primary obligation is to face their citizens.",imagined communities for which people are willing to die,0,,
贫困阶层相当顺服，他们乐意接受自身卑微的地位，满足现状，尽管生活艰难，他们也没什么怨言。,自身卑微的地位,"The poor class is quite submissive. They are willing to accept their humble status and be content with the status quo. Although life is difficult, they have no complaints.",own humble status,0,,
许多非洲国家的经济增长率一般都会超过5%，而实现这一点的关键则是更有力的非洲人领导和更可靠的政府管治。,许多非洲国家的经济增长率,"Economic growth rates in many African countries typically exceed 5%, and the key to achieving this is stronger African leadership and more credible governance.",Economic growth rates of many African countries,0,,
1941年和第二次世界大战,第二次世界大战,1941 and World War II,Second World War,0,,
自二战以来，拉丁美洲各国似乎成了货币政策的实验室，尝试过不计其数的汇率制度，其中有些效果尚可，大多非常失败。,货币政策的实验室,"Since World War II, Latin American countries seem to have become a laboratory of monetary policy, trying countless exchange rate regimes, some of which have been effective, and most of them have failed.",Monetary Policy Laboratory,0,,
而这也是当今欧洲所缺乏的，因为政治领导人都无法为自己的人民描绘一个鼓舞人心和前瞻性的远景。,一个鼓舞人心和前瞻性的远景,"And that is what is lacking in Europe today, as political leaders fail to paint an inspiring and forward-looking vision for their own people.",An inspiring and forward-looking vision,0,,
结果在本财政年度，日本政府税收占总支出的比例下降到50%以下，这对战后的日本来说尚属首次。,日本政府税收占总支出的比例,"As a result, for the first time in postwar Japan, the Japanese government's tax-to-total spending ratio fell below 50 percent this fiscal year.",Japanese government tax revenue as a percentage of total expenditure,0,,
经过13年的谈判、推迟以及犹豫，联合国大会将在本月对一项全面暂停死刑提议进行投票。,13年的谈判,"After 13 years of negotiations, delays and hesitation, the UN General Assembly will vote this month on a proposal for a blanket moratorium on the death penalty.",13 years of negotiations,0,,
经济实力将成为世界政治格局中取胜的关键因素，很多人认为这种变化将会开启由日德两国主导的新世界。,由日德两国主导的新世界,"Economic strength will be the key factor for success in the world political landscape, and many believe this change will usher in a new world dominated by Japan and Germany.",A New World Dominated by Japan and Germany,0,,
第一项令人瞩目的成功发生在年初，吉尼斯世界纪录为24小时最大规模药物捐赠设立了一条记录。,第一项令人瞩目的成功,"The first notable success came at the beginning of the year, when the Guinness Book of World Records set a record for the largest drug donation in 24 hours.",first notable success,0,,
饮水、卫生设施、基本医疗保健和教育,基本医疗保健和教育,"Water, sanitation, basic health care and education",Basic Healthcare and Education,0,,
直到1913年，参议员还由各州立法机构选定，而不是由选民直接选出。,各州立法机构,"Until 1913, senators were selected by state legislatures rather than directly by voters.",state legislatures,0,,
当前对商业地产税限制的第13号州宪法修正案的投票,商业地产税限制的第13号州宪法修正案,Current Votes on the 13th State Constitutional Amendment on Commercial Property Tax Limits,13th State Constitutional Amendment for Commercial Property Tax Limits,0,,
由古希腊悲剧，电视情景喜剧和新闻故事所带来的间接体验他人痛苦的体验，都在扩张道德范围方面扮演着极为重要的角色。,电视情景喜剧和新闻故事,"The vicarious experience of other people's pain brought about by ancient Greek tragedies, television sitcoms, and news stories all play a huge role in expanding the moral spectrum.",TV sitcoms and news stories,0,,
然而，改革所取得的进展并没有像帕乔里和其他一些人所希望的那么大、那么快。,改革所取得的进展,"Yet reforms have not moved as far, or as quickly, as Pachauri and some others had hoped.",progress made in reform,1,,progress
民主党占多数席位使得工会势力占据上风，从而束缚住了亲自由贸易的奥巴马总统的手脚,亲自由贸易,"The Democratic majority has given unions the upper hand, tying the hands of pro-free trade President Obama",pro free trade,0,,
然而如今，日本驾校却正受到生源减少的困扰，这种现象并不能单从人口减少的角度得到解释。,生源减少的困扰,"Today, however, driving schools in Japan are suffering from a decrease in the number of students. This phenomenon cannot be explained solely from the perspective of population decline.",The problem of declining student resources,1,,The problem of;resources
我最近在日内瓦召开的世界卫生大会,世界卫生大会,My recent World Health Assembly in Geneva,world health assembly,0,,
"比如，美国医生短缺状况到2025年可能达到近95,000人，相当于今天在职医生总数的43%。",在职医生总数,"For example, the U.S. physician shortage could reach nearly 95,000 by 2025, equivalent to 43% of the total number of physicians employed today.",Total number of doctors in service,0,,
比如在德国，若将养老金债务计入其中，则整体负债与国内生产总值之比将从目前的65%跃升为250%。,整体负债与国内生产总值之比,"In Germany, for example, including pension liabilities would jump the overall debt-to-GDP ratio to 250% from the current 65%.",Overall debt-to-GDP ratio,0,,
每年的12月1日是世界艾滋病日，它提醒我们这一问题，并激发全球关注。,每年的12月1日,"Every year on December 1st, World AIDS Day reminds us of the problem and galvanizes global attention.",December 1st of each year,0,,
数家庭财富之间的差距,数家庭财富,The gap between household wealth,family wealth,0,,
此外，巴斯德研究所即将进行为期五个月的停产翻修，在此期间将无法生产更多疫苗。,为期五个月的停产,"In addition, the Institut Pasteur is about to undergo a five-month shutdown for renovations, during which time it will not be able to produce any more vaccines.",five-month suspension,0,,
正是在这一点上，美国与法国和德国有着本质的不同，而英国与美国却非常相似，他们都不信任国家，更不会依靠国家。,美国与法国和德国,"It is at this point that the United States is fundamentally different from France and Germany, while the United Kingdom is very similar to the United States in that neither trusts nor relies on the state.",America vs. France and Germany,1,,vs.
非党派的国会预算办公室的预测,国会预算办公室,Nonpartisan Congressional Budget Office projections,congressional budget office,0,,
来自世界上主要捕鱼国的代表今年秋天聚集在澳大利亚商议限制磷虾的捕捉量以此来帮助那些以磷虾为生的生物。,那些以磷虾为生的生物,Representatives from the world's major fishing nations gathered in Australia this autumn to discuss limiting the catch of krill to help the creatures that depend on it.,organisms that feed on krill,0,,
看似给予最不发达国家几乎免税的发达国家的市场准入,几乎免税的发达国家,Market access for developed countries that appear to grant LDCs almost duty-free,almost tax-free developed countries,0,,
更糟糕的是，2008年金融危机爆发后，发达国家的停滞不前的增长和高失业助长了采取更多保护主义措施的要求。,发达国家的停滞不前的增长和高失业,"To make matters worse, stagnant growth and high unemployment in the developed world after the 2008 financial crisis fueled calls for more protectionist measures.",Stagnant growth and high unemployment in developed countries,0,,
世界主义和跨文化的兄弟情谊,跨文化的兄弟情谊,Cosmopolitanism and Intercultural Brotherhood,Intercultural Brotherhood,0,,
作为气候变化问题根源的化石燃料,气候变化问题根源,Fossil fuels at the root of the climate change problem,Roots of the climate change problem,0,,
无论是从当地还是从国际社会角度来看，耶路撒冷的状态仍是一个悬而未决的问题。,国际社会角度,"The state of Jerusalem remains an open question, both locally and from the perspective of the international community.",International community perspective,0,,
未来建筑业的崩溃和家庭财富的巨大损失,建筑业的崩溃和家庭财富,The collapse of the future construction industry and the huge loss of family wealth,The collapse of the construction industry and household wealth,0,,
我们这个从战争的灰烬中建立起来联盟，在一个日益不安全和多极化的世界上是一支维护和平与推进合作的力量。,一支维护和平与推进合作的力量,"Forged from the ashes of war, our alliance is a force for peace and cooperation in an increasingly insecure and multipolar world.",A force for peace and cooperation,0,,
我们可以从一种最为保守的方式开始这种改变，即通过对我们所持有的教授头衔的意义进行再思考。,对我们所持有的教授头衔,"We can start this change in the most conservative way possible, by rethinking what it means to hold professorships.",for the professorships we hold,0,,
我们不能忘记，在启蒙运动的曙光出现之前，在拥抱科学和自由之前，收入和生活水平在几百年里一直停滞不前。,收入和生活水平,"We must not forget that before the dawn of the Enlightenment, before the embrace of science and freedom, incomes and living standards stagnated for hundreds of years.",income and standard of living,0,,
当缅甸在1997年加入东盟时，在整个地区只有21万名缅甸难民和寻求政治避难者。,21万名缅甸难民和寻求政治避难者,"When Myanmar joined ASEAN in 1997, there were only 210,000 Burmese refugees and asylum seekers in the entire region.","210,000 Burmese refugees and asylum seekers",0,,
当然，这些限制因素在几个世纪以前就已经存在，当时马尔萨斯和李嘉图还没有提出假说，但,这些限制因素,"Of course, these constraints existed centuries ago, before Malthus and Ricardo hypothesized, but",these limiting factors,1,,factors
与日本之间不断升级的问题所显示出来的,日本之间不断升级的问题,What the escalating problems with Japan show,Escalating issues among Japan,0,,
当然，生活在战区和失败国家的数百万绝望的人民别无选择，只能寻求富裕国家的庇护，不管这意味着多大的风险。,战区和失败国家的数百万绝望的人民,"Of course, millions of desperate people living in war zones and in failed states have no choice but to seek refuge in rich countries, no matter how much risk that means.",Millions of desperate people in war zones and failed states,0,,
当时德国总理默克尔拒绝为全欧洲的金融机构担保，声称各国的烂摊子该由各国自己内部处理。,全欧洲的金融机构,"At that time, German Chancellor Angela Merkel refused to guarantee financial institutions across Europe, claiming that the mess in each country should be dealt with internally by each country.",Financial institutions across Europe,0,,
尽管这种观点可能有点夸张，但对于相信经济和社会进步的人来说，它也不无可取之处。,相信经济和社会进步的人,"While this view may be exaggerated, it is not without merit for those who believe in economic and social progress.",people who believe in economic and social progress,0,,
对欧洲其他的大国来说，2008年1月份到2009年1月份的年化需求情况有所不同。,欧洲其他的大国,"For other major European countries, the annualized demand situation from January 2008 to January 2009 was different.",other big countries in europe,0,,
对政治职位上瘾总是令人担忧的，因为当领导人不再认识到权力限制的时候，民主就会变成专制。,权力限制的时候,"Addiction to political office is always a concern, because when leaders no longer recognize the limits of power, democracies can turn authoritarian.",when power is limited,0,,
实现这一目标需要实施一些与当前这些改革不一样的做法。,当前这些改革,Achieving this goal will require implementing something different from the current reforms.,current reforms,0,,
各自首都喀布尔和达卡最近发生的骇人听闻的袭击事件,各自首都喀布尔和达卡,Recent appalling attacks in their respective capitals Kabul and Dhaka,respective capitals Kabul and Dhaka,0,,
如果这一趋势持续下去，将构成欧盟的生存威胁，它将阻挠急需的进一步一体化并摧毁其中所包含的欧洲思想。,急需的进一步一体化,"If this trend continues, it will constitute an existential threat to the EU, preventing much-needed further integration and destroying the European mind contained within it.",much-needed further integration,0,,
如果法国能以自身愿意且有能力承担应有的份额来说服德国人，就足以为许多至今看来似乎不可能的必要妥协争取到空间。,许多至今看来似乎不可能的必要妥协,"If France can convince the Germans that it is willing and able to take its fair share, that will be enough to make room for many of the necessary compromises that have so far seemed impossible.",Many necessary compromises that hitherto seemed impossible,0,,
如果欧盟要制定一项针对新兴大国的成功政策，那么它必须用这些国家能理解的战略性语言进行交流。,一项针对新兴大国的成功政策,"If the EU is to develop a successful policy against emerging powers, it must communicate in a strategic language that these countries understand.",A successful policy against emerging powers,0,,
如果是后者，那么最好的选择莫过于把这笔额外收入积攒起来，或者退而求其次，用它来偿还国家债务。,这笔额外收入,"If it's the latter, then the best option is to save this extra income or, as a second-best option, use it to pay off the national debt.",this extra income,0,,
如有必要，政府还能处理地方政府在中央当局的鼓励下在2008和2009年增加的过多债务。,中央当局的鼓励,"The government can also, if necessary, deal with the excessive debt that local governments increased in 2008 and 2009 with the encouragement of the central authorities.",Encouraged by central authorities,0,,
如今，拉丁美洲已经有14个民主政体国家允许总统连任，其中7个国家规定总统可以连任，另外7个允许隔届当选。,民主政体国家,"Today, there are 14 democracies in Latin America that allow the president to be re-elected, 7 of which stipulate that the president can be re-elected, and the other 7 allow alternate terms.",democracies,0,,
如今，我们必须将可持续发展纳入主流经济学，厘清现在和将来作为与不作为的成本，从而将理论付诸实践。,作为与不作为的成本,"Today, we must bring sustainable development into mainstream economics and put theory into practice by clarifying the costs of action and inaction now and in the future.",The cost of action and inaction,0,,
如今，国大党本身是连任两届的现任政府，其党员丑闻缠身，给人们的印象是无用、无能、腐败。,连任两届的现任政府,"Today, the Congress itself is a two-term incumbent government with scandal-ridden members and an impression of uselessness, incompetence, and corruption.",two-term current government,0,,
如今，因为特朗普的突然翻脸，伊朗和美国发生对抗的可能性死灰复燃，而这必然会加强伊朗代理力量的决心。,特朗普的突然翻脸,"Now, because of Trump's sudden turn of events, the possibility of confrontation between Iran and the United States has revived, and this will inevitably strengthen Iran's determination to act as a proxy.",Trump's sudden reversal,1,turn of events,reversal
教皇保罗二世,保罗二世,Pope Paul II,Paul II,0,,
基础设施投资是特朗普日程的重要组成部分，放权给州也是美国共和党的流行做法，因此，美国绝对有采取这一方针的空间。,采取这一方针的空间,"Infrastructure investment is an important part of Trump's agenda, and delegating power to the states is also a popular practice of the Republican Party in the United States. Therefore, there is definitely room for the United States to adopt this approach.",space for this approach,1,to adopt,
在那样一个世界里，美国不是盛气凌人地面对所有国家独自发号施令，也不是只着眼于谋取狭隘的企业利润。,狭隘的企业利润,"In such a world, the United States is not domineering and calling the shots against all countries alone, nor is it focused only on narrow corporate profits.",narrow corporate profits,0,,
在此过程中，这一概念获得了一些新的标签。,一些新的标签,"Along the way, the concept has acquired some new labels.",some new tabs,0,,
在最坏情形中，全球气候政策这一概念将价值全无，几十年的气候警告将让位给宿命论。,全球气候政策这一概念,"In the worst-case scenario, the concept of global climate policy will be worthless, and decades of climate warnings will give way to fatalism.",The concept of global climate policy,0,,
在我看来，作为一名教授首先要有对自己具有重要性的东西需要确认，然后就必须去确认它。,对自己具有重要性的东西,"In my opinion, as a professor, you must first confirm something that is important to you, and then you must confirm it.",things that are important to you,0,,
在巴勒斯坦，一个由民主选举产生的总统给新的和平机会带来了希望。,一个由民主选举产生的总统,"In Palestine, a democratically elected president offers hope for a new chance for peace.",a democratically elected president,0,,
在了解市政资产的市场价值后，健全资产管理的下一步就是要了解城市从收入和资产价格上涨中获得的收益是什么量级的。,市政资产的市场价值,"After understanding the market value of municipal assets, the next step in sound asset management is to understand the magnitude of the city's gains from revenue and asset price increases.",Market value of municipal assets,0,,
在一个增长缓慢，债务高企，分配压力巨大的世界，通货膨胀究竟是死了还是仅仅休眠是一个重要问题。,压力巨大的世界,"In a world of sluggish growth, high debt, and intense distributional pressures, whether inflation is dead or merely dormant is an important question.",stressful world,0,,
受世界金融危机影响最小的几个国家之一,世界金融危机影响,One of the few countries least affected by the world financial crisis,Impact of the world financial crisis,0,,
因此，还需要欧洲诸国共同承担一些责任，并采取措施大幅延缓难民流，同时保护这些逃离冲突和死亡的人的人权。,这些逃离冲突和死亡的人,European states will therefore also need to share some responsibility and take steps to significantly slow the flow of refugees while protecting the human rights of those fleeing conflict and death.,those fleeing conflict and death,0,,
与前南斯拉夫国际刑事法庭的通力合作,前南斯拉夫国际刑事法庭,Collaboration with the International Criminal Tribunal for the Former Yugoslavia,international criminal tribunal for the former yugoslavia,0,,
同样，另一个经常被提到的战略则是公私伙伴关系，但这可能也不会像标榜的那样有益。,另一个经常被提到的战略,"Likewise, another oft-cited strategy is public-private partnerships, but this too may not be as beneficial as advertised.",Another often mentioned strategy,0,,
同样重要的是，作为邻国，伊朗是土耳其的传统贸易伙伴，每年贸易往来超过150亿美元。,土耳其的传统贸易伙伴,"Equally important, as a neighbor, Iran is Turkey's traditional trading partner, with annual trade exceeding $15 billion.",Türkiye's traditional trading partners,0,,
同时，新的一代政治领导人的涌现，让被认为是对政治玩世不恭的法国人看起来重新获得了对政治独特的热情。,对政治独特的热情,"At the same time, the emergence of a new generation of political leaders makes the French, who are considered politically cynical, seem to have regained their unique enthusiasm for politics.",unique passion for politics,0,,
即使那些没有陷于金融危机的国家也会发现，由于税收所得的下降，外汇储备正在崩溃，财政赤字激增。,那些没有陷于金融危机的国家,Even countries not in financial crisis are finding foreign exchange reserves collapsing and fiscal deficits ballooning as tax revenues fall.,countries not in financial crisis,0,,
即使3月在超过一百座城市拘留成千上万名反腐示威民众后，特朗普政府也仅仅发表了一份温和的声明。,成千上万名反腐示威民众,"Even after detaining tens of thousands of anti-corruption protesters in more than 100 cities in March, the Trump administration issued only a mild statement.",Thousands of anti-corruption protesters,0,,
其实不管对经济政策还是高层决策人物，金融市场藐视并非一朝一夕，现在我们应该思考，怎样才能打破这一现象。,高层决策人物,"In fact, regardless of economic policies or high-level decision-makers, the contempt of the financial market does not happen overnight. Now we should think about how to break this phenomenon.",senior decision makers,0,,
但是，美国在此立场上的改变，并不意味这美国和欧洲已经就气候问题达成了一致的协议。,美国在此立场上的改变,"However, the change in the position of the United States does not mean that the United States and Europe have reached a consensus agreement on climate issues.",Changes in the U.S. position on this,0,,
确定同盟国战后对日领土疆界的基本立场的1943年开罗宣言,对日领土疆界,"The Cairo Declaration of 1943, which established the basic position of the Allied Powers towards the territorial boundaries of Japan after the war",Territorial borders against Japan,1,,against
但是，当仅仅情况发生时，大规模政策应对措施永远会产生意料外的后果，这些后果常常成为下一场大危机的祸根。,政策应对措施,"But when that happens, large-scale policy responses will always have unintended consequences that often become the bane of the next big crisis.",policy response,0,,
但是，到目前为止，用公平和适当的方式分担全球安全责任的事情还没有发生过。,全球安全责任,"But, so far, a fair and appropriate sharing of global security responsibilities has not happened.",Global Security Responsibility,0,,
但尽管一战历史健忘症在印度各地非常普遍，但百年纪念日终于迫使人们重新思考那段历史。,百年纪念日,"But while World War I historical amnesia is rife across India, the centenary is finally forcing a rethink of that history.",Centennial,0,,
但与此同时，德国也拥有自身所需的所有杠杆，足以实施该国心中为欧洲制定的促进稳定型改革。,为欧洲制定的促进稳定型改革,"But at the same time, Germany has all the levers it needs to implement the stabilizing reforms it has in mind for Europe.",Stability-promoting reforms for Europe,0,,
令人难过的是，全球变暖还会使这次海啸受灾国中的一部分遭到损害，像马尔代夫这样地势低洼的岛国将会被淹没。,像马尔代夫这样地势低洼的岛国,"Sadly, global warming will also damage some of the countries affected by the tsunami, and low-lying island nations like the Maldives will be submerged.",A low-lying island nation like the Maldives,0,,
代表执政联盟参选的基督教民主党候选人爱德华多·弗雷是过去20年间智利四任总统中受欢迎程度最低的一个。,智利四任总统,"Eduardo Frey, the Christian Democratic candidate running for the ruling coalition, is the least popular of Chile's four presidents over the past 20 years.",four presidents of chile,0,,
他关于英语民族道德优越性的浪漫理想在他的时代就已属于迂腐，从今天看更是一种自大的荒谬。,英语民族道德优越性,"His romantic ideal of the moral superiority of the English-speaking nation was pedantic in his day, and it is even more arrogant and absurd today.",The Moral Superiority of the English Nation,1,speaking,
他们认为，他会做出有利于美国的事情，不会陷入棘手的道德困境，或因为要为世界其他国家负责的大责任而分心。,世界其他国家,They thought he would do what was good for the United States without getting into thorny moral dilemmas or being distracted by the big responsibility of being responsible for the rest of the world.,rest of the world,0,,
事实上，只有当巴基斯坦不再为美国而战，当地武装份子才不会认为这是一场反对外来干涉的神圣战争。,当地武装份子,"In fact, only when Pakistan no longer fights for the United States, local militants will not consider this a holy war against foreign interference.",local militants,0,,
乌克兰人是位于分水岭的人民，那就是说，我们生活在一个大分水岭的其中一端。,位于分水岭的人民,"Ukrainians are a people on a divide, that is to say, we live on one side of a great divide.",people at the watershed,0,,
这段高增长时期的城市化和现代部门,城市化和现代部门,Urbanization and the modern sector during this period of high growth,Urbanization and Modernity Sector,0,,
当前对金融资产过度需求所引发的供需缺口,金融资产过度需求,The supply-demand gap caused by the current excess demand for financial assets,excess demand for financial assets,0,,
第一次金融深化和全球化浪潮,第一次金融深化,The First Wave of Financial Deepening and Globalization,The first financial deepening,0,,
两名警察强奸的妇女,两名警察,Woman raped by two police officers,two police officers,0,,
2002年，小布什因为其在2001年9月11日恐怖袭击后的反应而饱受赞誉。,2001年9月11日,"In 2002, Bush was lauded for his response to the September 11, 2001 terrorist attacks.",11-Sep-01,0,,
首先，它必须在其他关键事务上与欧盟开展强劲的合作，比如安全、外交和气候政策。,其他关键事务,"First, it must cooperate strongly with the EU on other key issues, such as security, foreign and climate policy.",other key business,1,issues,business
隐藏在森林里的神枪手瞄准开枪，只是这一次他们的目标不是黑熊，而是齐奥塞斯库本人。,隐藏在森林里的神枪手,"The sharpshooters hidden in the forest took aim and fired, only this time their target was not the bear, but Ceausescu himself.",sharpshooter hiding in the forest,0,,
银行面临着更高的资本准备金的要求，这迫使他们根据自身所拥有的资源，而不得不减少对外借贷。,自身所拥有的资源,"Banks face higher capital reserve requirements, which forces them to reduce external borrowing according to their own resources.",own resources,0,,
那种从太空看到的地球图像具有深刻的心理影响，并且我们都看到了这种影响。,那种从太空看到的地球图像,"That image of Earth seen from space has a profound psychological impact, and we've all seen it.",The kind of image of Earth seen from space,1,,The kind of
通过这一程序，增长合作战略的各个部分得以被识别、评估和组装。,增长合作战略的各个部分,"Through this process, the various components of a growth partnership strategy are identified, evaluated and assembled.",Parts of a growth partnership strategy,1,,Parts of
通过基于技能的研讨班和假新闻识别运动，我们试图用能够辨别俄罗斯伪造的消息的工具来武装人民。,新闻识别运动,"Through skills-based workshops and fake news identification campaigns, we seek to arm people with the tools to spot Russian fake news.",news recognition campaign,0,,
这项原则被写入了很多国际文件，其中最早的是1948年发表的《世界人权宣言》。,很多国际文件,"This principle has been written into many international documents, the earliest of which is the Universal Declaration of Human Rights published in 1948.",many international documents,0,,
这里曾经是举世公认的创新发源地，而如今，这座全球首屈一指的科技枢纽正在日益受到质疑和怨恨。,这座全球首屈一指的科技枢纽,"Once a universally recognized birthplace of innovation, the world's premier tech hub is now increasingly questioned and resented.",The world's premier tech hub,0,,
可能限制非什叶派妇女权利的即将表决的法案,什叶派妇女权利,Upcoming bill that could limit rights of non-Shia women,Shia Women's Rights,0,,
这让像萨尔科奇那样的欧洲央行的批评者安慰，并且给他们压力，由于欧洲央行通胀的偏向对欧元的影响而放弃之。,像萨尔科奇那样的欧洲央行的批评者,This comforts ECB critics like Sarkozy and puts pressure on them to abandon the ECB due to its inflationary bias on the euro.,ECB critics like Sarkozy,0,,
这样看来，她在商业和政治这两大职业领域中都有出色的表现，其魅力也不容小觑。,商业和政治这两大职业领域,"In this light, she has excelled in two career fields, business and politics, and her charisma should not be underestimated.",The two career fields of business and politics,0,,
从现有的房贷证券中衍生出来的复杂组合证券产品,现有的房贷证券,Complex portfolio securities derived from existing mortgage securities,existing mortgage securities,0,,
这对于政府官员来说并不总是一件也让人舒服的事情，并且在公开敏感材料的问题上还存在着激烈的斗争。,公开敏感材料的问题,"It's not always a comfortable thing for government officials, and there are fierce battles over releasing sensitive material.",Issues with Disclosing Sensitive Material,1,,Issues with
这些数字并不能识别最优秀的环境友好型解决方案，只能揭示哪些公司目前排放了最多的温室气体。,最优秀的环境友好型解决方案,"These numbers do not identify the best environmentally friendly solutions, only which companies are currently emitting the most greenhouse gases.",The best environment-friendly solution,0,,
这些国家如今需要痛苦、深远的改革以实现经济繁荣，这既是目标，也是文化变革的先决条件。,文化变革的先决条件,"These countries now require painful, far-reaching reforms to achieve economic prosperity, which is both a goal and a prerequisite for cultural change.",Prerequisites for Culture Change,0,,
这两大领域疲软已久，是周期动态中的主要拖累因素，在传统上，周期动态总会将美国带出暂时性的经济减速。,周期动态中的主要拖累因素,These two areas have been weak for a long time and are major drags in the cyclical dynamics that have traditionally brought the US out of temporary economic slowdowns.,Major drags in cycle dynamics,0,,
欧洲议会主席马丁·舒尔茨激烈的评论中一窥端倪,欧洲议会主席,Glimpse in European Parliament President Martin Schulz's fiery comments,president of the european parliament,0,,
这一政治关系也许给这家银行续了几年性命，直到前后矛盾的零碎干预导致市场方案已经无从下手。,前后矛盾的零碎干预,"That political connection may have kept the bank alive for a few years, until inconsistent and piecemeal interventions made it impossible for market programs to be implemented.",inconsistent piecemeal intervention,0,,
自由公平选举的权利,自由公平选举,right to free and fair elections,free and fair elections,0,,
财政政策是显而易见的替代方案，但国会在最糟糕的时候选择了减税，这使得真正需要的时候不再有刺激空间。,显而易见的替代方案,"Fiscal policy was the obvious alternative, but Congress opted for tax cuts at the worst possible time, leaving no room for stimulus when it was really needed.",obvious alternative,0,,
该项目于2014年启动，并已经在埃塞俄比亚和塞内加尔等两个非洲国家得到成功实施。,埃塞俄比亚和塞内加尔等两个非洲,The project was launched in 2014 and has been successfully implemented in two African countries including Ethiopia and Senegal.,Two African countries such as Ethiopia and Senegal,1,including,such as
该理由的支持者难以解释英国可以与欧盟缔结何种贸易和合作伙伴协定，更不用说这些协定如何能够优于当前安排了。,何种贸易和合作伙伴协定,"Proponents of this rationale struggle to explain what kind of trade and partnership agreements the UK could have with the EU, let alone how they could be superior to current arrangements.",What trade and partnership agreements,0,,
该合同将以标准普尔及蔡斯席勒住房价格指数进行结算，该指数源于我和同事蔡斯近20年前开发研究得出的学术成果。,蔡斯席勒住房价格指数,"The contract will be settled against the Standard & Poor's and the Chase-Shiller Home Price Index, derived from academic work developed by my colleague Chase nearly 20 years ago.",Chase Shiller Home Price Index,0,,
许多非洲国家利用过去十年实行了有效和可持续的经济政策，而这些政策带来了强劲的经济增长以及低通货膨胀。,强劲的经济增长以及低通货膨胀,Many African countries have used the past decade to implement effective and sustainable economic policies that have resulted in strong economic growth and low inflation.,strong economic growth and low inflation,0,,
许多国家的银行系统也比以前更加可靠，而它们的公共和私人债务比率尽管有所上升，仍处于较低水平，偿债能力风险很小。,公共和私人债务,"Banking systems in many countries are also more reliable than before, while their public and private debt ratios, although rising, remain low, with little risk to their solvency.",public and private debt,0,,
要想解决这个问题，全球健康公民不仅需要体制支持，还需要获得更好的工具，来要求各方尊重他们的健康权。,全球健康公民,"To address this issue, global health citizens need not only institutional support, but also better tools to demand respect for their right to health.",global health citizen,0,,
要想确保美联储的独立性这一全球范围内最重要的公共利益，奥巴马应该解除美联储核心角色之外的所有权力。,要想确保美联储的独立性,"To ensure the Fed's independence, the most important public interest in the world, Obama should remove all powers outside the central bank's central role.",To ensure the independence of the Federal Reserve,0,,
虽然这场丑闻中的许多指控都是站不住脚的，但却已经成功令军方不敢再肆意挑战总理的权威了。,这场丑闻中的许多指控,"While many of the allegations in the scandal are flimsy, they have succeeded in deterring the military from wantonly challenging the prime minister's authority.",the many allegations in the scandal,0,,
