S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
笃信货币政策的人则鼓吹另一种但也类似的观点，告诉大家稳定的货币增长可以避免剧烈的波动。,笃信货币政策的人,"Monetary policy believers promote a different but similar view, telling everyone that stable monetary growth can avoid violent volatility.",believers in monetary policy,0,,
围绕美国最严重的社会问题的处理方法,美国最严重的社会问题,Approaches Surrounding America's Worst Social Problems,America's worst social problem,0,,
甚至在一定程度上美国恶劣民主状况的集大成体,美国恶劣民主状况,"Even to a certain extent, the aggregate of the poor democratic conditions in the United States",The Bad State of American Democracy,0,,
相反，美国、日本和西欧如今只占世界高财富家庭的66%，而2000年时占90%以上。,世界高财富家庭,"In contrast, the United States, Japan and Western Europe now account for only 66 percent of the world's high-wealth households, compared with more than 90 percent in 2000.",World's Highest Wealthy Families,0,,
相反，他变本加厉，多次暗示可能演变为全面全球贸易战的政策，这将给美国和世界其他国家带来灾难性后果。,全球贸易战的政策,"Instead, he doubled down, repeatedly hinting at policies that could turn into a full-blown global trade war, with disastrous consequences for the United States and the rest of the world.",Global Trade War Policy,0,,
目前，美国每年允许大约100万在美国定居和工作，其中大部分为工作年龄人口。,工作年龄人口,"At present, the United States allows about 1 million people to settle and work in the United States every year, most of whom are working-age people.",working age population,0,,
由于高谈阔论的蛊惑，你要是相信欧盟已经单方面决定朝着解决这个问题的方向迈出重要一步也是情有可原。,解决这个问题的方向,"Because of the rhetoric, you'd be forgiven for believing that the EU has unilaterally decided to take a major step towards solving this problem.",The direction to solve this problem,1,,The direction to
药物遗传学药物定向于肿瘤的某种突变,药物遗传学药物,Pharmacogenetic Drugs Target Certain Mutations in Tumors,Pharmacogenetic Drugs,0,,
由于没有加入《京都议定书》对废气排放进行限制，两国都被看作是正在引起对石油的不可满足的需求。,对石油的不可满足的需求,Both countries are seen as creating insatiable demand for oil by not joining the Kyoto Protocol to curb emissions.,Insatiable demand for oil,0,,
由于成本回收的周期很长，市场规模小及缺乏消费信贷的支持，私营企业同往常一样对这项业务不予插足。,消费信贷的支持,"Due to the long cost-recovery cycle, small market size and lack of consumer credit support, the private sector has traditionally stayed out of this business.",consumer credit support,0,,
现在，轮到欧洲来面对现实，采取行动，维护欧元，乃至欧盟自身的稳定。,欧盟自身的稳定,"Now, it is Europe's turn to face the reality and take action to safeguard the stability of the euro and even the EU itself.",EU's own stability,0,,
现在需要日本民众赋予他这种权力，有效结束长达二十年经济停滞和地缘政治地位低下的现状。,地缘政治地位,"Now he needs the Japanese people to give him that power, effectively ending two decades of economic stagnation and geopolitical low status.",geopolitical status,0,,
特别是在欧洲，广泛的一系列改革能够弥补与美国日益拉大的效率差距。,广泛的一系列改革,"In Europe in particular, a broad set of reforms could close the growing efficiency gap with the United States.",a wide range of reforms,0,,
牛津大学互联网研究所针对东非宽带的研究表明，很多穷人对网络可能知之甚少，也没有人为其提供联网服务。,牛津大学互联网研究所,Research on broadband in East Africa by the Oxford University Internet Institute shows that many poor people may have little knowledge of the Internet and no one to provide them with Internet services.,Oxford University Internet Institute,0,,
其它国家差距方面,其它国家差距,Disparities in other countries,Differences in other countries,0,,
然而对于一个典型的非洲国家来说，这已经相当于人均国民收入的10%，也远远超过了教育预算所能覆盖的范围。,人均国民收入,"However, for a typical African country, this is already equivalent to 10% of the per capita national income, and it is far beyond the reach of the education budget.",GNI per capita,0,,
然而如今，到过东京的人都发现处处繁荣景象，商场办公楼热闹非凡，饭店人满如潮，人们都穿着纽约巴黎式的新潮服装。,处处繁荣景象,"Today, however, anyone who has been to Tokyo finds prosperity everywhere, the shopping malls and office buildings are bustling, the restaurants are full of people, and people are wearing trendy clothes in the style of New York and Paris.",Prosperity everywhere,0,,
然则欧元区虽然即将拥有更为可靠先进的隔离病房，但要从此不再受到金融传染病的折磨，就要建立一个真空隔离带才行。,金融传染病的折磨,"However, although the euro area will soon have more reliable and advanced isolation wards, it is necessary to establish a vacuum isolation zone if it is not to be tortured by financial contagion from now on.",The torment of financial contagion,0,,
法国引导利比亚运作，并试图对伊朗实施更严厉的制裁，正如其提供对联合国在科特迪瓦的支持一样。,联合国在科特迪瓦的支持,"France steers Libya and is trying to impose tougher sanctions on Iran, just as it offers support to the United Nations in C?te d'Ivoire.",UN support in C?te d'Ivoire,0,,
毫无疑问，今天合作的空间更大，这对欧元是有利的。,今天合作的空间,"There is no doubt that there is more room for cooperation today, which is good for the euro.",space for collaboration today,0,,
毕竟，如果美国经济陷入大麻烦，就会对欧洲、日本和其他许多国家造成负面影响。,其他许多国家,"After all, if the U.S. economy were to get into major trouble, it would have negative repercussions for Europe, Japan, and many other countries.",many other countries,0,,
毕竟，人民力量党是在他信的泰爱泰党的残部上建立的，而泰爱泰党在政变后遭到解散。,他信的泰爱泰党的残部,"After all, the People's Power Party was founded on the remnants of Thaksin's Thai Rak Thai Party, which was disbanded after the coup.",Remnants of Thaksin's Thai Rak Thai Party,0,,
每一天我们都会看到新闻日益受到威胁乃至袭击，不管是来自极权主义领导人，还是因为不可持续的商业模式所赐。,不可持续的商业模式,"Every day we see news increasingly threatened and attacked, whether by totalitarian leaders or by unsustainable business models.",unsustainable business model,0,,
意大利、西班牙和其他外围国的经常项目赤字问题,其他外围国,"Current Account Deficits in Italy, Spain, and Other Peripheral Countries",other peripheral countries,0,,
此外，全球经济和气候委员会估计这样的城市可以在今后15年减少对城市基础建设的资金需求超过3万亿。,全球经济和气候委员会,"Furthermore, the Global Economic and Climate Council estimates that such cities could reduce the need for urban infrastructure funding by more than $3 trillion over the next 15 years.",Commission on the Global Economy and Climate,0,,
此外，他们准备在国家层面，而不是在整个欧元区层面做这件事。,整个欧元区层面,"Moreover, they are prepared to do it at the national level, not at the level of the entire eurozone.",across the euro area,1,at the level of,
正如参议院金融委员会的方案草案所指出的，美国应该抛弃其全球公司税原则，采用领地制度对美国跨国公司海外利润课税。,美国跨国公司海外利润课税,"As pointed out in the Senate Finance Committee's draft plan, the United States should abandon its global corporate tax principles and adopt a territorial system to tax the overseas profits of US multinational corporations.",Taxation of foreign profits of US multinational corporations,0,,
某些主要石油盈余国家，最为主要的是伊朗、委内瑞拉以及俄罗斯一直是当今世界秩序的敌人，现在它们的羽翼已经被剪除。,伊朗、委内瑞拉,"Certain major oil-surplus countries, most notably Iran, Venezuela, and Russia, have been enemies of the current world order and have now had their wings clipped.","Iran, Venezuela",0,,
未来，技术可以让劳动者雇佣所需资本，并以前所未有的自主权工作。,前所未有的自主权工作,"In the future, technology will allow workers to hire the capital they need and work with unprecedented autonomy.",Unprecedented autonomy at work,0,,
未来几十年，该新兴细分人口群体将成为地区经济政治发展的基石，对世界其他国家也将产生显著的影响。,该新兴细分人口群体,"In the coming decades, this emerging demographic segment will become the cornerstone of the region's economic and political development, with significant implications for the rest of the world.",This emerging demographic segment,0,,
最重要的是，这些措施有望将土耳其纳入欧洲大家庭，从而阻止它朝远离我们的共同欧洲价值的方向越滑越远。,远离我们的共同欧洲价值的方向,"Most importantly, these measures promise to bring Turkey into the European family and thus stop it from slipping further and further away from our common European values.",A direction away from our common European values,1,,direction
最终，在埃及成为美国盟友并与以色列和解后，美国在该地区的地位提高了。,美国在该地区的地位,"Ultimately, after Egypt became an American ally and reconciled with Israel, the U.S. position in the region improved.",America's place in the region,0,,
最后，在美国，二战的逼近以及伴随而生的军工产品需求使得私人部门雇主开始以可接受的工资水平雇用长期失业者。,私人部门雇主,"Finally, in the United States, the approach of World War II and the accompanying demand for military-industrial goods led private sector employers to hire the long-term unemployed at acceptable wages.",private sector employer,0,,
明天的中东将与短短两个月前大不一样，但该地区未来的局势如何尚不得而知。,短短两个月,"The Middle East of tomorrow will be very different from what it was just two months ago, but what the future holds for the region remains unclear.",just two months,0,,
从耶路撒冷经过贝鲁特、大马士革、巴格达直到德黑兰的更不稳定的弧形的风险,贝鲁特、大马士革、巴格达,"Risk of a more unstable arc from Jerusalem through Beirut, Damascus, Baghdad and on to Tehran","Beirut, Damascus, Baghdad",0,,
新一代药理学向实现这一目标迈出了充满希望的一步。,新一代药理学,A new generation of pharmacology is a promising step toward this goal.,Next Generation Pharmacology,0,,
撒哈拉以南非洲二十年的经济扩张提高了年轻人对好工作的预期，但并没有很大地提升供应这类工作的能力。,非洲二十年的经济扩张,"Two decades of economic expansion in sub-Saharan Africa has raised young people's expectations of good jobs, but has not greatly increased the ability to supply them.",Two Decades of Economic Expansion in Africa,0,,
搬到其他地方并且购买一套新公寓对大多数俄罗斯工人来说几乎是不可能的，这使他们非常缺乏流动性。,一套新公寓,"Moving elsewhere and buying a new apartment is next to impossible for most Russian workers, making them highly illiquid.",a new apartment,0,,
或许更重要的是，一个弱势美元对贸易平衡的作用以及因此对增长的影响会受到两个因素的限制。,一个弱势美元对贸易平衡的作用,"Perhaps more importantly, the effect of a weak dollar on the trade balance, and thus growth, is limited by two factors.",The Effect of a Weak Dollar on the Trade Balance,0,,
我花了3年时间才在伦敦的法庭上胜诉，幸运的是，俄国并没有对审判结果提出上诉。,3年时间,"It took me 3 years to win my case in a London court, luckily Russia did not appeal the outcome of the trial.",3 years,0,,
我将把这一举措推向极致，任何一个西方国家都不会在投资开放程度上超越英国。,任何一个西方国家,"I will take this initiative to the extreme, and no western country will surpass the UK in terms of investment openness.",any western country,0,,
我到马里兰州拜访一位朋友，本来只打算待两星期，结果却因为太喜欢那里而待了五年之久。,五年之久,"I visited a friend in Maryland for two weeks, but ended up staying five years because I liked it so much.",five years,0,,
我们这些当时活跃在金融市场上的人还清楚地记得那次事件标志着大萧条后最严重的全球金融危机启动。,全球金融危机,Those of us who were active in financial markets at the time remember well that event that marked the start of the worst global financial crisis since the Great Depression.,global economic crisis,0,,
我与21位世界顶尖经济学家一起正在做这个尝试，我们开发了一套150年来记分卡。,21位世界顶尖经济学家,"I'm doing this with 21 of the world's leading economists, and we've developed a 150-year scorecard.",21 of the world's top economists,0,,
西班牙、意大利和法国这样的国家,西班牙、意大利和法国,"Countries like Spain, Italy and France","Spain, Italy and France",0,,
巨大的空间不平等造就了大批没有未来的民众，他们普遍的希望只能是将时钟拨回到从前。,他们普遍的希望,"Huge spatial inequality has created a large number of people with no future, and their general hope can only be to turn back the clock to the past.",their general hope,0,,
尽管我捍卫个人发表种族主义言论的权利，但我自己绝不会发表这样的言论，也不会听发表这一言论的人。,种族主义言论的权利,"While I defend the right of individuals to make racist statements, I would never make such statements myself, nor would I listen to the person who made them.",The right to racist speech,0,,
尽管对穆阿迈尔?卡扎菲军队的空袭已持续了三个多月，某种僵局似乎出现。,穆阿迈尔?卡扎菲军队的空袭,"Although the airstrikes against Muammar Gaddafi's forces have been going on for more than three months, some stalemate appears to be emerging.",Airstrikes by Muammar Gaddafi's forces,0,,
最能保护巴勒斯坦人民核心利益的候选人,巴勒斯坦人民核心利益,The candidate who best protects the core interests of the Palestinian people,Core interests of the Palestinian people,0,,
尽管8月份人民币对飙升的美元出现了3%的微小名义贬值，但它仍然大幅高估。,3%的微小名义,"Despite a tiny 3% nominal depreciation against the soaring dollar in August, the renminbi remains substantially overvalued.",3% tiny notional,0,,
对近几年欧洲经济监察行为绩效的任何评估,近几年欧洲经济监察行为绩效,Any assessment of the performance of the European Economic Surveillance Act in recent years,Performance of European Economic Surveillance Acts in Recent Years,0,,
实际上，基地组织通过诗词来规定恐怖运动成员的内涵并且通过赞美所谓烈士的功绩来渲染这一恐怖组织历史上的重大事件。,恐怖运动成员,"In fact, Al Qaeda uses poetry to define the connotation of members of the terrorist movement and exaggerates the major events in the history of this terrorist organization by praising the achievements of the so-called martyrs.",member of terrorist movement,0,,
实际上，和美国相比，从很多方面来说，英国的银行救助和劳动力市场政策都更好一些。,银行救助和劳动力市场政策,"In fact, the UK has better bank bailouts and labor market policies than the US in many ways.",Bank bailouts and labor market policy,0,,
政治事实和其他类似组织,其他类似组织,PolitiFact and other similar organizations,other similar organizations,0,,
她曾担任卢拉的幕僚长，也是2007年出台的旨在加快发展的投资计划的主要制定者。,卢拉的幕僚长,She was Lula's chief of staff and a key architect of the 2007 investment plan to accelerate development.,lula's chief of staff,0,,
大萧条过后，更为严格的新规章引入，金融部门的薪金就恢复了正常水准，到1990年前后都一直不见长进。,金融部门的薪金,"After the Great Depression, when new and stricter regulations were introduced, financial sector salaries returned to normal levels, where they stagnated until around 1990.",Salaries in the financial sector,0,,
自己对两国方案的承诺,两国方案,own commitment to the two-state solution,two state solution,0,,
该年份财政货币的纳税人,该年份财政货币,Taxpayer in fiscal currency for the year,Fiscal currency for the year,0,,
在过去的十年中，大多数的发达国家都出现了史无前例的房市繁荣高潮。,大多数的发达国家,"Over the past decade, most of the developed world has experienced an unprecedented housing boom.",most developed countries,0,,
其自己的国民或者公司,国民或者公司,its own nationals or companies,national or company,0,,
在西班牙，超过25%的劳动力没有工作，意大利的年轻人失业率高达42%。,意大利的年轻人失业率,"In Spain, more than 25 percent of the workforce is out of work, and in Italy youth unemployment is as high as 42 percent.",Youth unemployment in Italy,0,,
在英国，执政的保守党最近也显示出征税和限制未来支出的意愿。,征税和限制未来支出的意愿,"In Britain, the ruling Conservative Party has also recently shown a willingness to tax and limit future spending.",Willingness to tax and limit future spending,0,,
在研究中，我与政府官员和商界精英进行了40多次深度访谈，并以辅助数据资源来充实我的研究成果。,政府官员和商界精英,"In my research, I conducted more than 40 in-depth interviews with government officials and business elites, and supplemented my research with auxiliary data sources.",Government officials and business elites,0,,
在最近的访日之旅中，美国国防部长查克·哈格尔已经听到了对美国防务承诺信誉的严重官方质疑。,美国国防部长查克·哈格尔,"During a recent trip to Japan, Defense Secretary Chuck Hagel has heard serious official doubts about the credibility of America's defense commitments.",US Secretary of Defense Chuck Hagel,1,,US
在更大范围内，随着当局试图在投资者躲避管制之前先发制人，这场猫鼠游戏都不利于稳定和增长。,这场猫鼠游戏,"More broadly, this cat-and-mouse game is bad for both stability and growth, as authorities try to preempt investors before they evade controls.",this game of cat and mouse,0,,
在当选总统努力让美国人民做好准备，迎接未来困难的时候，这些是我们必须面对的主要问题。,我们必须面对的主要问题,These are the main questions we must confront as the President-elect works to prepare the American people for the difficulties ahead.,The main problem we have to face,0,,
对收入低于平均水平的人的威胁,对收入低于平均水平的人,Threats to those with below-average income,For people with below average income,0,,
在发达国家造成不平等加剧的同一套机制为全球数十亿人创造了公平竞技场。,不平等加剧的同一套机制,The same mechanisms that drive rising inequality in the developed world level the playing field for billions of people around the world.,The same set of mechanisms for rising inequality,1,drive,set of
不太友好的政权的通知,不太友好的政权,Notifications from less friendly regimes,less friendly regime,0,,
在一个广告无所不在的世界中，对商品和服务的渴望是没有天然的界限的。,一个广告无所不在的世界,"In a world of ubiquitous advertising, there are no natural boundaries to the desire for goods and services.",A world where advertising is everywhere,0,,
在1750年，亚洲拥有世界五分之三的人口，经济产量占世界的五分之三。,世界五分之三的人口,"In 1750, Asia had three-fifths of the world's population and three-fifths of the world's economic output.",Three-fifths of the world's population,0,,
国际非政府组织和私人基金在抗击疟疾的斗争中与公共部门合作，宣传这项事业并为其提供资金。,抗击疟疾的斗争,International NGOs and private foundations work with the public sector in the fight against malaria to promote and fund the cause.,fight against malaria,0,,
因此，新药比目前市场上同类药品的实际效果更差的风险也是存在的。,市场上同类药品的实际效果,"Therefore, there is also the risk that the new drug will be worse than the actual effect of similar drugs currently on the market.",The actual effect of similar drugs on the market,0,,
因此，所有欧元区国家都应该通过发行由所有成员国共同担保的债券来为财政债务融资。,由所有成员国共同担保的债券,All euro area countries should therefore finance their fiscal debt by issuing bonds that are jointly guaranteed by all member states.,Bonds jointly guaranteed by all member countries,0,,
因此，我们需要一个与适应这一现实的全球疾病控制体系。,全球疾病控制体系,We therefore need a global disease control system adapted to this reality.,global disease control system,0,,
该报告质疑布什坚持放弃与伊朗和叙利亚对话，无意建立更稳定的地区秩序的做法,更稳定的地区秩序,The report questioned Bush's insistence on abandoning dialogue with Iran and Syria and his intention to create a more stable regional order,more stable regional order,0,,
因此设置非战斗性国家服务的选项并不能解决这一争端，除非其中包含对律法的研究。,非战斗性国家服务的选项,So setting an option for non-combat national service doesn't resolve this issue unless it includes the study of the law.,Options for Noncombatant National Service,0,,
因为野生鱼类的数量在不断地减少，加上全球对于海产品越来越大的需求，水产业迫切需要大量的鱼饲料。,大量的鱼饲料,"Due to the declining number of wild fish and the increasing global demand for seafood, the aquaculture industry is in urgent need of large quantities of fish feed.",plenty of fish feed,0,,
因为看重政治忠诚度高于能力的继任模式，排外封闭的专制制度阻碍了众多才华横溢的人被提拔到高级领导岗位。,高级领导岗位,"Because of a succession model that values political loyalty over competence, an exclusive and closed autocratic system prevents many talented people from being promoted to senior leadership positions.",senior leadership positions,0,,
因为生存农业而大肆砍伐、蚕食森林，过度放牧，以及失去生物多样性和土壤给整个大洲带来了巨大的威胁。,生物多样性和土壤,"Deforestation, encroachment on forests, overgrazing, and loss of biodiversity and soils for subsistence agriculture pose enormous threats across the continent.",biodiversity and soil,0,,
来自自然资源相关产品的收入,自然资源相关产品,Income from Natural Resource Related Products,Natural Resource Related Products,0,,
唯一确定的是，未来将由科学进步和创新决定，但科学进步和创新是无法预知的。,科学进步和创新,"The only certainty is that the future will be determined by scientific progress and innovation, but scientific progress and innovation cannot be predicted.",scientific progress and innovation,0,,
和援助亚洲海啸相似的行动能够改变这种灾难性的状况，每年可以拯救百万以上的生命。,百万以上的生命,Actions like the one that aided the Asian tsunami could change this catastrophic situation and save millions of lives each year.,more than a million lives,1,,more than
可直到现在反对派还主要作为执政联盟的刺激物，选民们将辩论看作娱乐，而不是有利于政策制定的思想交锋。,政策制定的思想交锋,"But until now the opposition has primarily served as a stimulant to the ruling coalition, with voters seeing the debate as entertainment rather than a battle of ideas that would benefit policymaking.",A Clash of Ideas in Policy Making,0,,
另一个成功是削弱和压制了左翼反对派，使他能在在街上以及议会里没有重大对抗的情况下管理国家。,街上以及议会,"Another success was weakening and suppressing the left-wing opposition, allowing him to run the country without major confrontations in the streets and parliament.",street and parliament,0,,
印度不堪重负的火车开行不能靠热空气，但它们现在除了这些却貌似一无所有。,印度不堪重负的火车,"India's overwhelmed trains can't run on hot air, but they now seem to have nothing but that.",India's overwhelmed trains,0,,
农民可以借助手机迅速找到从种子价格到天气模式等各项信息，并能立即申请到他们完成交易所需的资金帮助。,交易所需的资金帮助,"Farmers can use their phones to quickly find information on everything from seed prices to weather patterns, and instantly request the financial help they need to close deals.",Financial assistance required for transactions,0,,
他们更多的依赖威胁平民安全的空袭,他们更多的依赖威胁平民安全,They rely more on airstrikes that threaten the safety of civilians,their greater reliance on threats to civilian safety,0,,
再者，她很年轻，而且可以在下一次的选举中成为一名杰出的候选人。,一名杰出的候选人,"Plus, she's young and could be a standout candidate in the next election.",an outstanding candidate,0,,
再者，主要的新兴市场国家，成功地避开了2008年和2009年的金融风暴，也同样可能不会插手解决即将来临的问题。,即将来临的问题,"Furthermore, the major emerging market countries, which managed to avoid the financial turmoil of 2008 and 2009, may also not intervene to solve the problems to come.",upcoming issues,0,,
再往南去，因选举而引发的暴力仍然让肯尼亚伤痕累累，宪政审查程序还有可能导致更多的人员伤亡。,宪政审查程序,"Further south, Kenya is still scarred by election violence and the constitutional review process threatens to lead to more casualties.",constitutional review process,0,,
国际货币基金组织第一个促进资本市场长期自由化的企图仓促而就,国际货币基金组织,The IMF's first attempt to promote long-term liberalization of capital markets hastily,International Monetary Fund,0,,
一种预测这些新产生的强大能量与某种粒子破裂方式相结合的时候,这些新产生的强大能量,One predicts when these newly created powerful energies are combined with a certain way of breaking up particles,These newly generated powerful energies,0,,
值得一提的还有选举中落败的一方立即接受了失败，叙利亚显然真想与黎巴嫩建立新的友好关系。,新的友好关系,"It is also worth mentioning that the party that lost the elections immediately accepted defeat, and Syria clearly really wanted to establish a new friendly relationship with Lebanon.",new friendship,0,,
广告和其他竞选活动,其他竞选活动,Advertising and other campaigns,other campaigns,0,,
保持马克龙在法国当选总统所启动的趋势并兑现其所作出的承诺需要在未来几个月内果断采取行动。,马克龙在法国当选总统所启动的趋势,Sustaining the trend started by Macron's French presidency and delivering on the promises he has made will require decisive action in the coming months.,Trend kicked off by Macron's election as French president,1,,election
例如，尽管美国人口中有八分之一是黑人，但他们当中的三分之一从事着保洁或其他的蓝领工作。,其他的蓝领工作,"For example, although one-eighth of the U.S. population is black, one-third of them work as a janitor or in other blue-collar jobs.",other blue collar jobs,0,,
例如，在卢旺达战争和种族灭绝后，该国政府要求所有发展伙伴都按照政府议程开展工作。,战争和种族灭绝,"For example, after the war and genocide in Rwanda, the government required all development partners to work on the government agenda.",war and genocide,0,,
但是，这一战略的代价昂贵，正如二十年前的日本一样。,二十年前的日本,"But this strategy is costly, as it was in Japan two decades ago.",Japan twenty years ago,0,,
但是，我们并没有从增加我们生存能力的特征中获得优势，而是从潜在伴侣进化出来的寻找吸引力的品质中获得优势。,我们生存能力,"But we gain an advantage not from traits that increase our ability to survive, but from attractive-looking qualities that potential mates have evolved to find.",our viability,0,,
但是，总的来说，不透明是大多数主权财富基金的一大特征，这加剧了它们所带来的风险。,大多数主权财富基金,"But, by and large, opacity is a hallmark of most SWFs, exacerbating the risks they pose.",most sovereign wealth funds,0,,
但是，当更为正常的增长真的恢复的时候，近来支撑美元和日元升值的趋势将会消失。,更为正常的增长,"But when more normal growth does resume, the trend that has underpinned the recent appreciation of the dollar and yen will fade.",more normal growth,0,,
但是，尽管此次峰会可谓成功，其长期影响仍不清楚，特别是在考虑到未来不确定性的情况下。,未来不确定性的情况,"But despite the summit's success, its long-term impact remains unclear, especially given the uncertain future.",Situations of Future Uncertainty,1,,Situations of
但是，如果欧洲不能解决金融市场对欧元失去信心的燃眉之急，这些潜在优势都是无稽之谈。,这些潜在优势,But these potential advantages are moot if Europe fails to address the immediate loss of confidence in the euro in financial markets.,these potential advantages,0,,
但是，估计有1700万埃及民众游行抗议穆尔西政府，其中多数人在请愿过程中受到动员，要求政府关注他们的需求。,1700万埃及民众,"But an estimated 17 million Egyptians marched against Morsi's government, most of them mobilized in a petition process demanding the government heed their needs.",17 million Egyptians,0,,
但是，一样令人震惊的是，美国众议院的普通的议员们把此计划给否决了，至少目前的情况是这样。,美国众议院的普通的议员们,"But just as shockingly, rank-and-file lawmakers in the U.S. House of Representatives voted down the plan, at least for now.",Ordinary Members of the U.S. House of Representatives,1,rank-and-file lawmakers,Ordinary Members
但是在诸如有针对性的制裁的潜在影响等一系列更具争议性的问题上，我们还缺乏应有的共识。,诸如有针对性的制裁的潜在影响,"But on a range of more contentious issues, such as the potential impact of targeted sanctions, we lack the consensus we should.",Potential effects such as targeted sanctions,0,,
经济和地缘政治尾部风险,政治尾部风险,Economic and Geopolitical Tail Risks,political tail risk,0,,
许多经济和金融损失,经济和金融损失,numerous economic and financial losses,Economic and Financial Loss,0,,
但在黑手党国家，他们往往通过一个政权主导的企业劫掠和寻租行为而被纳入了一个政治依附体系。,企业劫掠和寻租行为,"But in mafia states, they are often drawn into a system of political dependency through a regime-led practice of corporate grabbing and rent-seeking.",Corporate raiding and rent-seeking behavior,0,,
但因为患者所控制的知识和技术应用可能对其他疾病的研究有意义，这种方法,对其他疾病的研究,"But because patient-controlled knowledge and application of technology may have implications for the study of other diseases, this approach",research on other diseases,0,,
但人们仍然毫不吝惜地把成百上千亿美元用于在该地区进行轰炸和破坏，却对于日益恶化的水资源危机熟视无睹。,日益恶化的水资源危机,"Yet billions of dollars are still being spent bombing and destroying the region without hesitation, while turning a blind eye to the worsening water crisis.",Worsening water crisis,0,,
但为了避免这一悲惨的结果，就必须在现在保护好穆斯林兄弟会的基本权利。,好穆斯林兄弟会的基本权利,"But to avoid this tragic outcome, the Muslim Brotherhood's fundamental rights must be protected now.",Basic Rights of the Good Muslim Brotherhood,1,,Good
工具和值得注意的问题,值得注意的问题,Tools and Noteworthy Issues,noteworthy issues,0,,
他被要求将几瓶水拿到他此前不知道存在的房间，结果他看到了一群戴耳机的人正在听其他房间里发生着什么。,一群戴耳机的人,"He was asked to bring bottles of water to a room he didn't know existed, only to see a group of people wearing headphones listening to what was going on in other rooms.",group of people wearing headphones,0,,
他的案子是一个重要案件，因为英国最高法院随后在另一宗案件中裁定政府不具有让个人沦为无国籍人士的权力。,英国最高法院,His case is an important one because the UK Supreme Court subsequently ruled in a separate case that the government does not have the power to render individuals stateless.,british supreme court,0,,
时间界限和连任程序的约束,时间界限和连任程序,Timelines and Constraints of the Reelection Process,Timelines and re-election procedures,0,,
从这个角度讲，他们的利益与伦敦金融城的利益是一致的，而伦敦金融城颇提供了一些高薪工作。,他们的利益与伦敦金融城的利益,"In this respect, their interests are aligned with those of the City of London, which offers some well-paying jobs.",Their interests and the interests of the City of London,0,,
从商品期货对许多市场参与者所扮演的重要角色来看，管理措施应该着眼于提高对市场运行的信心。,许多市场参与者所扮演的重要角色,"Given the important role commodity futures play for many market participants, regulatory measures should be aimed at increasing confidence in the functioning of markets.",Important role played by many market participants,0,,
亚洲其他国家的以往经验,亚洲其他国家,Previous experience in other Asian countries,Other countries in Asia,0,,
一场大示威选举的预期,一场大示威选举,Expectations of a big demonstration election,a big demonstration election,0,,
二战结束后，人均平均产出曾经有过大幅提升，这是因为更加先进的技术被用于各行各业。,更加先进的技术,"After World War II, there was a big increase in output per capita as more advanced technology was used in all walks of life.",more advanced technology,0,,
事态表明，这些王权政府拥有一种传统权威，是该地区的世俗民族主义统治者所没有的。,这些王权政府,Events suggest that these royal governments have a traditional authority that the region's secular nationalist rulers do not have.,these royal governments,0,,
事实上，这种信仰的核心是民族纯洁感，信仰者认为必须不惜一切代价捍卫这种神圣的民族主义不受敌对势力的侵蚀。,敌对势力的侵蚀,"In fact, at the heart of this belief is a sense of national purity, and believers believe that this sacred nationalism must be defended at all costs from the erosion of hostile forces.",Erosion by hostile forces,0,,
许多阿拉伯国家现在中学和大学里女孩,许多阿拉伯国家,Girls are now enrolled in secondary schools and universities in many Arab countries,many arab countries,0,,
赫尔及东北的整个英格兰北部地区,东北的整个英格兰北部地区,Hull and the whole of northern England in the North East,the whole of northern england in the north east,0,,
强健的国内和国际政策反应,国内和国际政策反应,Robust domestic and international policy responses,Domestic and International Policy Responses,0,,
事实上，不论结果如何，叙利亚惨象所体现的是西方对全球主宰力的不可逆转的进一步削弱。,西方对全球主宰力的不可逆转的进一步削弱,"In fact, regardless of the outcome, the tragedy in Syria reflects the irreversible further weakening of the West's global dominance.",The irreversible further weakening of the West's global dominance,0,,
之所以从2006年开始，原因是金融机构从那时起，出现过度的冒险行为。,过度的冒险行为,The reason why it started in 2006 is that financial institutions have taken excessive risk-taking behavior since then.,excessive risk taking,0,,
两国都保有巨大的贸易盈余，历经多年，并且在都经济周期的不同阶段都未改变。,都经济周期的不同阶段,Both countries have run large trade surpluses that have remained unchanged for many years and at different stages of both economic cycles.,different stages of the economic cycle,0,,
与欧元区达成的协议试图以愚蠢而错误的方式弥合这一差距。,与欧元区达成的协议,The deal with the eurozone is an attempt to bridge that gap in a foolish and wrong way.,Agreement with the Eurozone,0,,
不过在我性格形成的那段时期，这一劫难的阴影却依旧萦绕心头。,在我性格形成的那段时期,But the shadow of this catastrophe still haunted me during my formative period.,During my formative period,0,,
不论结果如何，对西方而言，艾哈迈迪内贾德的胜利意味着与伊朗相关的一切都会变得更为棘手。,与伊朗相关的一切,"Whatever the outcome, for the West, Ahmadinejad's victory means that everything to do with Iran is going to get trickier.",everything to do with iran,0,,
不仅如此，身为伊朗派驻奥斯陆的外交人员，穆罕默德·礼扎·埃达里为了抗议政府在12月暴动后的报复行为而辞职。,伊朗派驻奥斯陆的外交人员,"Not only that, Mohammad Reza al-Edari, an Iranian diplomat stationed in Oslo, resigned in protest of the government's retaliation after the December riots.",Iranian diplomats in Oslo,0,,
